Release_ID,Commits,Bugs_Reported,Critical_Bugs,Test_Coverage,Failed_Test_Cases,Code_Churn,Cyclomatic_Complexity,Files_Changed,Developer_Experience,Security_Vulnerabilities,Build_Time_Minutes,Deployment_Frequency,Risk_Level
R4411,296,0,0,89.2,13,5117,21,70,3.0,6,43,10,Medium
R4412,120,22,5,57.0,15,9982,30,103,2.0,2,19,16,High
R4413,273,27,7,85.0,8,2386,22,63,2.0,2,41,3,High
R4414,320,3,3,63.5,21,7117,26,3,12.9,5,35,6,High
R4415,195,19,2,70.1,3,6460,9,45,6.7,3,38,2,Medium
R4416,265,19,8,61.2,1,7935,7,3,8.1,1,18,10,Medium
R4417,442,23,0,61.2,24,7969,24,30,3.1,3,41,6,High
R4418,408,24,4,82.4,3,9147,5,12,10.6,5,41,12,Medium
R4419,484,19,1,60.2,22,2959,24,54,13.6,0,20,3,Medium
R4420,74,17,2,79.3,19,1647,21,56,13.8,4,27,4,Medium
R4421,62,20,2,56.2,6,3876,8,48,9.2,3,32,14,Medium
R4422,350,18,4,61.8,18,4852,17,72,10.3,5,35,12,High
R4423,470,27,4,94.0,16,8306,24,50,4.0,5,35,8,High
R4424,176,20,8,82.7,10,979,20,2,12.3,5,16,15,Medium
R4425,263,25,2,85.1,2,7537,18,105,1.6,1,27,2,Medium
R4426,450,10,5,63.7,13,7366,14,36,13.0,5,45,10,High
R4427,365,24,8,65.8,14,2452,30,72,10.9,6,50,16,High
R4428,321,28,3,87.3,21,8726,22,111,9.1,6,15,17,High
R4429,243,14,2,77.3,15,4312,36,101,8.3,4,10,2,High
R4430,170,0,0,71.7,25,2809,29,111,9.5,6,29,11,High
R4431,113,26,4,59.4,10,8063,19,10,10.2,0,14,1,Medium
R4432,166,0,0,58.4,0,7639,11,73,1.5,4,54,9,Medium
R4433,147,25,3,75.1,5,7019,28,57,8.2,0,23,20,Medium
R4434,222,7,5,69.0,2,9642,18,48,3.5,0,47,3,Medium
R4435,35,28,1,86.6,16,5050,28,51,6.9,1,10,8,Medium
R4436,264,1,0,86.9,22,1174,34,36,8.7,0,33,12,Low
R4437,232,30,0,90.3,7,211,16,14,10.7,5,59,15,Medium
R4438,129,14,3,65.4,19,7981,7,11,12.7,6,5,4,High
R4439,358,28,4,79.9,13,2663,9,106,12.1,4,44,6,Medium
R4440,490,27,2,96.8,21,4377,5,1,6.5,1,38,13,Medium
R4441,191,8,6,95.8,1,2902,25,110,1.7,2,20,11,Medium
R4442,297,23,0,91.7,15,1467,9,107,8.6,6,6,2,Medium
R4443,175,10,0,58.6,10,4071,9,91,2.1,2,44,14,Medium
R4444,49,26,2,76.2,19,3221,22,102,13.9,6,36,16,High
R4445,330,13,6,57.2,10,4305,37,108,13.4,3,14,11,High
R4446,261,11,0,91.8,5,3040,24,52,13.0,6,8,13,Low
R4447,322,28,4,84.2,22,8295,31,97,2.1,5,53,16,High
R4448,192,27,4,93.7,23,8590,15,64,11.8,0,55,4,High
R4449,173,17,8,91.4,3,6369,8,48,14.5,0,9,19,Low
R4450,275,21,5,70.6,15,788,40,22,6.3,5,40,13,High
R4451,455,30,5,94.1,8,4537,23,12,13.6,2,52,5,Medium
R4452,339,29,4,88.7,23,6725,36,102,9.6,4,39,2,High
R4453,378,11,0,57.9,3,3824,33,86,7.9,3,54,6,Medium
R4454,230,16,4,93.6,14,804,23,19,4.2,3,51,19,Medium
R4455,360,16,1,68.0,0,7395,29,85,8.3,3,46,1,Medium
R4456,42,13,8,58.4,8,3703,32,47,8.9,1,47,8,High
R4457,325,23,7,72.2,23,1816,8,41,4.1,6,34,3,High
R4458,185,1,0,90.0,13,327,10,89,12.6,3,27,4,Low
R4459,383,23,8,93.7,0,7452,35,71,4.1,4,23,12,High
R4460,205,14,6,59.5,20,7110,35,62,12.1,3,32,16,High
R4461,87,22,1,81.6,5,2997,40,98,3.9,4,60,4,High
R4462,152,6,0,96.8,18,2574,12,47,2.8,1,52,12,Medium
R4463,338,15,8,64.8,13,7699,22,101,10.5,4,48,19,High
R4464,72,5,0,70.2,18,4484,23,89,7.2,6,30,19,Medium
R4465,396,27,8,98.5,17,579,10,23,10.2,1,26,13,Medium
R4466,428,4,0,78.4,13,1673,5,111,8.6,0,14,12,Low
R4467,271,26,0,89.9,12,2859,8,95,10.0,5,20,15,Medium
R4468,51,7,5,95.8,19,5862,11,41,2.3,3,29,3,High
R4469,243,22,6,61.7,18,6749,27,70,13.0,6,52,7,High
R4470,217,27,0,60.8,11,4089,29,66,7.6,1,56,2,Medium
R4471,336,4,2,69.4,8,5991,7,104,8.5,0,29,20,Low
R4472,157,0,0,79.6,14,3447,40,64,13.7,6,58,18,Medium
R4473,488,6,4,94.2,24,1016,8,82,0.6,3,25,18,Medium
R4474,169,16,4,98.7,7,9333,19,4,11.5,2,32,2,Medium
R4475,135,22,5,91.8,22,6884,5,91,8.2,5,59,16,High
R4476,474,1,1,67.1,21,4113,35,48,9.5,0,23,10,Medium
R4477,259,28,0,83.0,10,9184,20,8,4.3,0,13,16,Medium
R4478,355,16,0,62.0,14,7070,21,48,2.1,1,5,2,Medium
R4479,184,29,0,94.5,3,9036,25,118,7.6,2,35,7,Medium
R4480,482,17,8,89.1,17,4732,16,63,5.0,3,15,17,High
R4481,104,16,5,89.5,14,2783,27,41,3.7,0,28,5,Medium
R4482,294,11,1,69.1,11,1018,12,25,5.3,2,34,3,Medium
R4483,67,25,7,79.3,15,5761,5,93,5.7,1,60,20,High
R4484,402,22,1,93.6,20,4478,10,66,0.9,5,10,10,Medium
R4485,72,4,0,97.6,0,8170,21,81,13.9,2,52,12,Low
R4486,54,10,6,80.5,6,3643,14,61,6.4,4,14,13,Medium
R4487,307,18,4,74.7,16,7726,17,6,8.7,1,48,12,Medium
R4488,111,27,3,81.5,12,939,28,53,3.4,6,7,15,High
R4489,61,4,4,91.5,3,3435,35,27,9.3,2,44,3,Medium
R4490,90,20,5,78.5,2,9397,19,115,6.7,4,23,7,High
R4491,240,9,3,97.6,11,3294,10,85,4.9,5,25,20,Medium
R4492,425,8,5,96.9,17,2022,28,5,11.4,4,25,4,Medium
R4493,489,9,6,85.9,25,1866,39,58,9.5,4,35,14,High
R4494,419,7,3,97.9,24,859,13,26,0.6,1,56,7,Medium
R4495,143,26,3,85.4,16,4020,11,85,8.8,0,54,5,Medium
R4496,186,0,0,76.8,8,194,6,100,5.0,6,58,18,Medium
R4497,489,13,6,73.9,9,7756,7,104,7.7,1,29,2,Medium
R4498,397,5,5,68.8,23,8394,31,55,3.4,4,6,12,High
R4499,125,15,3,78.3,17,8715,14,26,3.3,6,7,19,High
R4500,255,0,0,81.8,18,8980,15,38,7.2,0,45,15,Low
R4501,205,3,3,85.5,12,2370,11,1,8.7,5,45,14,Medium
R4502,449,6,6,75.3,21,2948,37,84,9.9,3,39,19,High
R4503,218,0,0,71.6,12,8360,38,9,13.2,1,36,19,Low
R4504,44,9,2,71.3,17,4462,29,42,7.8,0,32,18,Medium
R4505,417,2,2,81.3,5,4777,11,86,9.4,6,34,20,Medium
R4506,246,0,0,60.4,17,1120,38,28,4.3,5,5,20,Medium
R4507,299,29,5,93.9,8,4317,38,59,8.5,0,57,9,High
R4508,479,30,8,65.9,8,6923,25,70,6.0,5,34,5,High
R4509,218,1,1,59.4,2,8363,6,55,10.7,5,51,14,Medium
R4510,172,1,1,95.6,19,9569,35,82,10.4,1,45,1,Medium
R4511,291,15,8,55.4,22,3567,33,68,3.0,5,54,11,High
R4512,381,29,3,74.3,4,6952,38,68,7.7,2,10,11,Medium
R4513,422,30,5,76.4,20,1712,20,81,11.1,1,50,3,High
R4514,165,26,2,97.8,3,7931,26,50,14.7,2,35,20,Medium
R4515,328,8,4,65.8,3,8239,39,21,7.0,5,56,2,High
R4516,200,20,7,73.0,4,624,38,40,12.5,3,38,9,High
R4517,386,29,6,66.1,0,1983,26,57,7.0,3,29,5,High
R4518,79,19,7,77.5,10,7103,26,81,2.3,2,47,10,High
R4519,96,8,5,79.7,13,6684,34,23,9.3,4,43,2,High
R4520,257,5,2,98.2,13,7836,22,6,6.8,0,11,11,Low
R4521,416,8,1,65.0,5,7280,19,72,6.4,4,38,7,Medium
R4522,141,19,2,90.4,17,8697,29,18,2.7,5,21,14,High
R4523,352,16,6,63.2,13,7157,10,8,3.8,3,28,16,High
R4524,157,20,8,57.3,9,3389,36,84,13.9,5,24,19,High
R4525,102,13,2,76.2,20,6090,5,83,6.3,0,51,3,Medium
R4526,96,26,6,73.2,9,6495,7,75,12.1,0,23,20,Medium
R4527,420,1,1,55.3,19,1842,32,51,5.7,5,42,11,High
R4528,178,10,4,96.2,7,734,8,13,7.4,4,60,9,Medium
R4529,457,12,2,83.8,15,4984,15,103,12.4,5,25,6,Medium
R4530,440,22,2,70.0,21,9109,37,120,13.4,5,57,7,High
R4531,48,15,3,61.9,13,6601,28,106,11.7,3,41,4,High
R4532,43,23,7,57.6,17,6719,9,111,2.2,3,10,7,High
R4533,362,29,4,55.0,4,5958,7,3,6.4,1,14,15,Medium
R4534,235,29,4,65.8,18,5123,31,44,2.5,3,48,12,High
R4535,51,27,5,97.8,9,8277,36,87,12.8,0,10,14,Medium
R4536,27,5,5,71.5,18,5873,17,92,12.7,4,39,16,High
R4537,195,11,8,76.7,10,9336,16,8,4.3,0,48,12,Medium
R4538,471,10,2,97.3,16,2798,19,7,12.2,0,30,9,Low
R4539,393,7,0,95.1,7,2293,36,59,10.7,2,46,10,Low
R4540,136,7,2,81.1,9,5753,34,68,6.7,3,49,10,Medium
R4541,469,22,0,68.0,15,7545,13,34,9.7,6,30,9,Medium
R4542,487,19,7,61.6,25,8454,18,85,11.7,0,41,1,High
R4543,229,14,1,56.0,19,9476,33,72,4.7,1,44,17,High
R4544,104,18,3,57.9,20,4354,13,16,2.4,1,32,12,High
R4545,279,11,7,97.7,1,3048,23,67,9.1,0,26,12,Medium
R4546,260,18,1,70.9,16,4376,19,34,10.3,2,29,12,Medium
R4547,79,20,2,98.7,7,4799,18,118,4.3,0,50,15,Medium
R4548,374,0,0,89.0,13,3646,9,94,4.0,2,44,10,Low
R4549,142,10,7,78.8,25,4515,25,80,0.8,3,18,4,High
R4550,99,16,2,58.2,3,1269,16,51,5.0,1,11,17,Medium
R4551,60,10,4,66.6,15,9170,37,75,3.7,3,45,15,High
R4552,46,15,0,71.3,0,7373,6,80,5.9,5,51,1,Medium
R4553,346,12,2,71.9,6,3139,33,52,3.1,2,50,7,Medium
R4554,86,13,5,74.9,0,8226,38,7,4.2,3,7,16,Medium
R4555,282,19,3,74.4,16,8271,36,85,5.3,5,46,7,High
R4556,337,18,6,91.8,6,6470,11,104,8.0,2,22,9,Medium
R4557,75,27,8,84.6,16,6036,33,92,13.4,1,38,6,High
R4558,224,25,2,87.7,0,1748,31,103,13.8,0,25,20,Low
R4559,390,18,5,62.3,9,7412,39,107,11.2,3,11,12,High
R4560,349,10,3,63.5,6,1257,33,74,14.1,1,9,7,Medium
R4561,348,9,7,69.5,12,1141,32,96,1.9,3,29,12,High
R4562,342,1,1,60.0,0,434,7,22,7.7,3,24,20,Low
R4563,414,18,5,94.1,16,7703,8,99,0.6,0,45,5,High
R4564,186,7,7,94.5,1,7010,17,13,9.4,0,26,7,Medium
R4565,474,15,6,98.4,6,2895,40,60,9.7,6,48,6,High
R4566,382,27,7,67.6,25,6404,16,23,6.2,4,48,20,High
R4567,263,10,3,58.9,23,5800,15,86,4.3,6,18,18,High
R4568,271,4,0,74.6,14,9972,17,94,1.9,6,46,10,High
R4569,148,20,4,90.6,25,1984,29,85,4.4,5,41,13,High
R4570,110,20,4,84.4,17,4653,5,74,14.2,5,58,5,High
R4571,412,15,7,96.4,2,5912,33,110,13.9,5,45,14,High
R4572,290,10,0,83.5,1,5350,12,115,8.4,2,10,4,Low
R4573,424,0,0,58.9,17,7219,33,17,15.0,3,27,19,Medium
R4574,73,8,4,91.5,11,6887,32,117,1.6,3,56,13,High
R4575,392,14,6,90.0,2,5554,8,92,4.4,2,5,3,Medium
R4576,20,5,5,83.8,10,7531,29,89,4.9,2,31,13,Medium
R4577,205,23,7,93.8,23,2381,35,62,14.6,0,53,2,High
R4578,192,0,0,77.9,19,444,14,31,4.0,4,55,10,Medium
R4579,476,27,6,88.5,5,2021,24,90,7.5,0,60,14,Medium
R4580,448,3,3,96.8,10,3709,34,29,12.6,6,5,11,Medium
R4581,124,24,4,62.3,19,101,36,91,8.2,5,58,14,High
R4582,96,18,3,57.7,18,6290,12,46,13.1,3,12,2,High
R4583,241,12,1,72.5,1,3708,32,109,13.1,0,26,19,Low
R4584,50,8,1,60.3,21,9506,35,57,9.3,5,17,4,High
R4585,324,18,4,73.1,1,9401,29,87,1.2,3,22,20,Medium
R4586,235,26,1,93.0,4,8476,19,3,7.9,6,36,18,Medium
R4587,284,9,7,74.9,18,8933,37,117,7.8,2,54,7,High
R4588,253,11,6,98.4,23,6517,39,88,6.7,1,33,9,High
R4589,491,16,2,96.3,7,300,7,73,10.8,0,25,9,Low
R4590,269,26,5,81.0,11,361,12,104,14.9,6,53,7,High
R4591,216,14,2,87.0,2,1175,25,49,7.0,5,38,3,Medium
R4592,161,0,0,62.0,17,3090,23,97,12.6,2,43,4,Medium
R4593,348,7,7,58.5,25,5442,8,73,4.5,5,15,7,High
R4594,358,3,3,94.9,13,3963,35,69,1.7,1,12,20,Medium
R4595,52,11,1,77.6,2,4053,29,104,8.9,0,6,9,Low
R4596,482,14,0,68.4,23,5101,23,77,4.3,6,27,18,High
R4597,53,10,1,81.6,7,4277,14,64,8.6,0,60,3,Low
R4598,338,21,2,74.1,17,9873,8,3,9.5,6,32,2,High
R4599,347,13,8,58.2,9,5151,10,55,13.5,3,60,13,High
R4600,69,3,3,88.4,21,2592,22,21,14.6,3,60,16,Medium
R4601,45,17,0,70.1,16,5746,40,20,4.6,5,5,9,High
R4602,339,20,7,76.3,21,9756,25,90,7.5,2,5,2,High
R4603,138,1,1,58.7,2,8618,31,12,7.0,4,40,20,Medium
R4604,242,5,2,85.2,19,5076,34,54,4.3,0,44,9,Medium
R4605,321,30,5,93.0,6,3067,28,10,9.2,0,10,1,Medium
R4606,89,27,6,65.2,8,2293,14,57,13.8,3,49,16,High
R4607,48,17,5,80.4,21,2810,32,65,3.0,4,47,12,High
R4608,399,11,4,63.7,8,4295,39,101,3.1,1,38,1,High
R4609,80,3,3,83.5,10,7919,30,78,4.5,0,48,12,Medium
R4610,465,3,3,82.4,24,6039,28,104,14.7,1,18,16,Medium
R4611,205,0,0,88.4,19,8209,20,16,7.2,1,57,11,Medium
R4612,96,21,3,61.5,7,4214,14,13,11.2,4,27,16,Medium
R4613,425,18,6,69.3,13,2816,40,1,7.6,1,28,1,High
R4614,26,13,4,92.7,10,5442,38,6,15.0,2,55,17,Medium
R4615,107,19,4,56.8,21,8964,15,67,6.0,2,52,12,High
R4616,287,14,2,80.4,23,7502,6,99,6.7,6,15,12,High
R4617,464,16,7,86.9,12,418,38,8,5.8,4,13,5,High
R4618,234,4,3,96.2,21,1454,31,59,5.9,0,9,3,Medium
R4619,209,6,2,83.0,14,500,18,107,4.9,0,58,10,Medium
R4620,499,30,7,76.0,10,6321,39,66,10.6,3,18,16,High
R4621,65,7,7,98.5,18,8900,35,2,8.1,6,56,11,High
R4622,147,16,2,78.7,18,9123,9,103,3.0,1,46,8,Medium
R4623,357,27,6,90.2,10,7520,28,109,3.3,5,36,13,High
R4624,158,25,4,69.6,5,5468,29,20,14.1,1,5,18,Medium
R4625,468,21,3,89.5,24,6782,21,87,4.4,1,42,19,High
R4626,371,23,6,60.4,16,1031,33,10,8.6,3,7,14,High
R4627,311,18,3,81.6,8,5668,9,5,14.3,5,59,17,Medium
R4628,122,16,2,82.1,2,6344,14,75,8.0,5,29,1,Medium
R4629,176,22,2,76.3,11,8216,11,97,1.3,3,46,7,High
R4630,344,0,0,71.6,10,6902,16,41,9.6,5,42,13,Medium
R4631,334,9,1,61.2,10,2854,40,68,8.4,4,48,1,High
R4632,366,30,8,94.1,24,8603,29,98,1.0,0,10,1,High
R4633,255,3,3,81.2,5,3447,30,4,4.0,3,37,1,Medium
R4634,279,20,5,98.2,21,8383,23,34,11.8,2,18,16,Medium
R4635,88,24,1,92.0,5,7170,36,64,12.9,1,60,18,Medium
R4636,420,30,3,89.1,2,9722,9,88,13.9,0,56,10,Medium
R4637,139,16,4,85.7,1,9787,35,73,14.5,2,54,13,Medium
R4638,282,22,4,62.8,17,2091,40,98,14.4,0,56,17,High
R4639,454,23,7,67.3,5,9903,10,92,14.3,1,11,4,Medium
R4640,101,30,6,70.7,22,7321,24,50,0.6,0,13,7,High
R4641,74,4,1,76.5,3,7436,6,40,3.1,1,60,5,Low
R4642,272,27,5,78.1,17,1605,10,69,5.1,6,15,1,High
R4643,232,6,0,92.7,3,6343,27,17,13.0,1,30,3,Low
R4644,303,28,1,55.4,11,3790,11,120,1.1,6,9,15,High
R4645,328,21,2,88.3,2,3794,30,112,9.7,1,17,18,Medium
R4646,353,0,0,64.5,14,624,16,4,12.8,5,40,3,Medium
R4647,446,19,4,55.2,24,4642,29,79,6.1,6,50,8,High
R4648,437,12,0,96.2,15,2440,36,21,1.0,5,23,12,Medium
R4649,44,22,8,55.3,23,3453,27,30,4.0,1,28,1,High
R4650,77,30,6,86.3,13,2263,25,9,1.0,6,58,19,High
R4651,159,12,1,76.4,1,6050,9,104,11.1,2,11,7,Low
R4652,133,21,2,56.3,12,7360,17,8,13.0,4,58,5,High
R4653,170,0,0,68.6,20,3401,26,73,9.7,3,31,11,Medium
R4654,142,7,0,64.8,12,3791,38,47,7.5,1,19,20,Medium
R4655,71,18,5,93.4,0,291,6,102,8.5,0,30,5,Low
R4656,369,12,7,70.9,2,5180,32,67,4.0,0,22,13,Medium
R4657,205,0,0,64.9,8,6164,28,66,10.9,5,50,10,Medium
R4658,218,27,4,83.3,1,1700,37,14,11.6,4,6,5,Medium
R4659,129,5,0,59.2,11,1822,38,71,14.0,0,30,1,Medium
R4660,451,19,1,92.5,24,5818,7,59,14.6,0,52,19,Medium
R4661,493,5,5,90.8,14,7852,27,103,0.8,3,11,13,High
R4662,351,5,2,84.6,16,4749,17,94,9.3,3,27,14,Medium
R4663,295,28,8,91.6,20,8276,15,2,2.6,0,21,18,High
R4664,268,2,0,91.4,12,5660,19,37,7.6,6,23,3,Medium
R4665,149,9,2,86.8,22,7784,12,88,13.6,3,23,11,Medium
R4666,131,2,2,71.0,11,5918,5,72,14.4,0,14,20,Low
R4667,479,0,0,86.6,11,5097,35,26,14.6,3,21,5,Low
R4668,435,14,2,81.1,6,6863,10,5,14.3,4,6,19,Low
R4669,286,30,2,66.5,1,8644,12,34,10.8,5,24,15,Medium
R4670,41,4,3,73.4,14,4943,12,63,1.4,3,5,6,Medium
R4671,108,11,2,69.8,6,1415,17,33,11.3,3,31,6,Medium
R4672,115,17,0,94.9,11,5001,9,63,5.9,5,7,4,Medium
R4673,218,7,7,82.0,11,9100,22,71,2.9,0,33,7,Medium
R4674,334,6,3,88.2,19,6753,11,4,11.5,6,39,6,Medium
R4675,430,18,6,83.7,11,7211,11,18,12.3,6,58,13,High
R4676,165,12,4,86.7,15,6260,21,60,8.5,2,29,6,Medium
R4677,189,28,0,79.4,11,1049,9,84,13.1,2,20,19,Low
R4678,317,18,2,70.7,0,9604,15,66,6.8,0,14,17,Low
R4679,196,20,5,88.6,3,4210,20,68,10.3,1,25,11,Medium
R4680,92,0,0,63.2,21,8972,31,44,12.6,0,39,4,Medium
R4681,460,26,8,56.6,11,3142,38,110,3.5,4,54,2,High
R4682,455,27,5,63.6,13,8111,19,114,0.7,5,39,8,High
R4683,435,1,1,79.7,16,4843,6,14,11.2,5,35,15,Medium
R4684,425,12,2,85.6,2,9630,12,95,0.8,0,59,16,Medium
R4685,471,3,3,56.5,11,8046,23,117,11.5,2,50,9,Medium
R4686,32,27,6,81.0,3,5169,20,66,7.1,3,35,7,High
R4687,302,20,4,65.8,24,5300,28,53,7.7,4,25,20,High
R4688,488,14,2,79.8,5,6800,19,22,10.9,1,15,9,Low
R4689,136,15,0,63.4,20,1391,7,42,6.4,6,25,4,Medium
R4690,493,29,4,57.8,7,5149,17,3,13.4,3,38,8,High
R4691,96,30,8,74.5,25,9067,10,83,9.7,3,7,12,High
R4692,434,23,1,80.7,15,221,15,88,4.4,6,20,14,Medium
R4693,403,7,7,66.0,21,3622,34,32,8.2,0,18,3,High
R4694,289,8,3,67.6,6,5743,35,92,2.2,3,52,18,High
R4695,93,13,1,57.9,23,4801,34,49,13.9,1,6,15,Medium
R4696,124,8,7,78.7,25,3851,27,40,2.3,6,25,12,High
R4697,426,29,6,93.3,14,3278,9,84,1.9,3,37,18,High
R4698,187,18,2,72.8,7,7856,6,2,8.4,5,38,20,Medium
R4699,157,7,7,63.6,3,4985,40,86,5.8,4,52,4,High
R4700,227,11,6,55.4,16,873,21,115,1.5,5,44,2,High
R4701,404,30,2,67.4,12,3124,40,68,11.8,3,9,15,High
R4702,125,8,6,56.5,25,9031,34,28,11.6,3,58,7,High
R4703,60,8,3,85.3,16,1498,17,58,13.7,6,14,19,Medium
R4704,397,6,6,87.8,0,5105,26,1,9.9,0,54,17,Medium
R4705,423,23,3,67.2,3,1425,30,37,7.6,2,42,6,Medium
R4706,391,15,3,79.7,13,9192,11,27,13.2,5,35,5,Medium
R4707,474,22,2,83.0,25,9248,11,72,1.6,2,18,19,Medium
R4708,114,11,8,78.5,1,2965,10,26,6.3,0,31,2,Medium
R4709,353,7,3,77.2,2,7858,38,59,6.4,1,37,16,Medium
R4710,178,19,0,75.8,13,4210,38,66,1.5,2,49,1,High
R4711,147,18,1,73.4,17,1321,16,68,7.9,1,33,20,Medium
R4712,344,7,7,69.5,20,9395,19,97,14.9,6,40,5,High
R4713,425,5,5,83.4,16,1679,22,55,8.8,1,42,11,Medium
R4714,145,26,6,81.0,23,2535,20,100,3.0,3,15,10,High
R4715,436,16,6,59.4,21,1500,26,56,12.1,5,58,6,High
R4716,138,1,1,76.9,0,1157,22,50,7.6,0,22,3,Low
R4717,454,4,4,94.0,0,4283,23,57,2.0,6,15,2,Medium
R4718,307,6,6,60.6,17,7414,24,65,5.3,1,18,15,High
R4719,298,20,8,73.7,2,7958,19,103,12.1,6,33,15,High
R4720,228,0,0,97.9,6,5536,9,91,4.0,4,41,19,Low
R4721,45,13,5,89.0,9,1319,31,76,8.5,5,19,14,Medium
R4722,227,29,3,84.7,15,6187,31,100,1.7,6,37,9,High
R4723,201,7,5,76.2,15,8225,38,47,8.7,5,44,9,High
R4724,193,16,3,73.2,17,8505,17,57,4.7,4,41,6,High
R4725,117,24,6,56.7,4,4501,22,42,0.6,2,58,13,High
R4726,274,20,0,61.8,15,8571,16,80,5.3,4,40,18,High
R4727,487,2,2,88.4,23,155,19,57,11.0,1,53,6,Medium
R4728,321,9,0,64.8,25,8421,6,39,3.6,2,10,6,Medium
R4729,243,19,8,96.3,16,6249,25,41,12.9,0,38,14,Medium
R4730,417,27,1,82.0,18,7677,5,111,7.7,5,52,17,High
R4731,125,19,3,84.9,7,2195,24,5,2.9,3,55,12,Medium
R4732,321,9,2,70.8,1,1180,30,48,7.0,2,25,16,Medium
R4733,174,16,6,64.3,4,9197,9,2,10.4,5,36,1,High
R4734,421,10,6,57.6,10,5253,35,27,8.1,5,53,10,High
R4735,79,1,1,55.3,0,7171,29,106,2.2,6,48,3,High
R4736,357,10,3,98.3,14,6300,30,3,12.2,1,23,10,Medium
R4737,375,11,6,81.4,22,9764,10,66,1.7,1,19,13,High
R4738,463,19,7,69.4,10,6030,21,51,11.9,3,40,7,High
R4739,157,24,2,73.4,11,3284,20,112,8.1,1,57,10,Medium
R4740,331,22,6,80.9,12,922,39,91,11.8,5,57,4,High
R4741,283,14,5,77.8,1,4825,11,38,9.8,1,31,8,Medium
R4742,500,9,8,74.6,10,1825,13,103,11.3,0,41,8,Medium
R4743,463,14,0,93.1,5,3512,6,77,9.9,2,23,7,Low
R4744,55,21,2,58.7,6,4600,25,43,12.6,4,44,20,Medium
R4745,35,29,0,75.9,10,6671,29,101,12.9,6,40,16,High
R4746,87,30,3,57.5,20,3536,31,45,7.0,4,17,15,High
R4747,377,2,2,59.8,25,961,23,13,3.9,3,34,16,Medium
R4748,214,15,5,90.4,21,3405,13,93,14.3,2,60,20,Medium
R4749,216,15,3,75.6,18,7008,35,41,5.3,3,42,4,High
R4750,434,4,0,91.8,9,5580,21,86,0.8,1,39,20,Low
R4751,472,22,4,94.7,6,9272,38,18,6.0,4,33,13,High
R4752,312,8,1,65.4,12,6438,36,35,11.6,4,32,17,Medium
R4753,329,18,6,81.5,0,8609,35,67,6.6,4,10,10,High
R4754,82,17,3,69.2,1,4774,8,88,4.6,2,21,15,Medium
R4755,162,5,5,57.3,4,6035,24,35,5.5,1,35,18,Medium
R4756,230,2,0,81.5,8,7637,15,71,7.4,0,34,11,Low
R4757,66,27,3,81.9,8,6355,5,31,7.0,1,40,1,Medium
R4758,136,10,6,78.0,19,1986,6,72,10.0,2,39,16,Medium
R4759,265,14,0,94.2,15,5969,6,14,3.3,5,48,20,Medium
R4760,130,26,2,98.3,12,7503,35,89,11.7,6,48,13,High
R4761,437,7,1,88.6,15,8003,9,67,6.3,3,31,15,Medium
R4762,396,24,8,73.1,12,3908,19,98,8.6,1,55,18,High
R4763,81,7,0,96.3,4,6818,13,39,10.4,4,38,14,Low
R4764,175,0,0,72.7,11,4635,36,58,0.9,2,19,13,Medium
R4765,172,8,3,91.0,18,5612,23,14,2.4,5,34,13,High
R4766,107,1,1,83.7,2,2993,38,79,4.1,2,37,6,Medium
R4767,292,0,0,89.8,18,2768,6,46,4.1,3,25,1,Medium
R4768,167,20,5,72.6,13,6961,7,5,13.9,4,15,7,Medium
R4769,116,2,2,60.9,9,338,22,115,14.3,2,45,15,Medium
R4770,187,16,4,85.6,4,7672,32,67,6.6,6,10,6,High
R4771,265,14,3,90.4,7,4016,26,56,14.1,4,24,5,Medium
R4772,30,2,2,66.8,25,5350,33,51,14.5,0,31,6,Medium
R4773,472,18,5,57.3,13,4709,9,2,3.6,4,24,3,High
R4774,345,20,7,94.1,21,3058,31,48,12.5,1,21,14,High
R4775,209,22,5,67.4,23,1141,13,105,10.1,0,19,18,Medium
R4776,163,23,6,75.0,5,7236,21,39,10.3,0,60,20,Medium
R4777,440,24,8,82.2,22,8458,12,115,4.9,1,57,11,High
R4778,128,10,4,91.3,10,7141,13,107,14.8,5,60,14,Medium
R4779,432,23,0,76.8,16,1487,20,101,14.4,4,23,15,Medium
R4780,427,10,1,65.8,24,4315,7,60,10.3,4,10,17,Medium
R4781,465,23,5,55.8,22,8876,13,86,4.3,6,27,11,High
R4782,413,8,6,86.3,2,2248,8,52,9.4,5,45,14,Medium
R4783,75,3,3,88.9,14,3680,33,20,5.3,6,5,8,Medium
R4784,80,10,8,67.0,9,3833,21,35,13.4,6,13,18,High
R4785,28,22,5,66.2,0,1102,15,100,13.7,6,18,4,Medium
R4786,314,11,0,97.1,17,8234,20,2,13.3,2,48,7,Medium
R4787,317,0,0,65.6,8,3527,16,96,9.5,3,14,1,Medium
R4788,477,10,5,88.8,11,5772,29,105,2.6,4,24,20,High
R4789,274,11,6,90.1,23,7351,39,89,3.7,6,19,20,High
R4790,144,19,4,64.1,0,9575,27,11,14.6,4,37,12,Medium
R4791,410,14,8,74.4,5,8772,5,87,12.8,2,35,6,Medium
R4792,391,27,8,65.7,14,8593,17,2,10.4,0,40,20,High
R4793,307,13,5,82.8,18,8662,23,52,11.5,5,49,1,High
R4794,446,14,4,70.0,13,2678,25,87,11.3,5,34,1,High
R4795,478,6,2,74.7,17,8416,33,46,8.0,6,26,2,High
